ダウンロードした時刻：2024/07/10 15:58:43

,那覇,那覇,那覇
2003/9/24,晴時々曇,8,1
2003/9/25,曇時々雨,8,1
2003/9/26,晴一時雨,8,1
2003/9/27,晴,8,1
2003/9/28,快晴,8,1
2003/9/29,晴,8,1
2003/9/30,晴,8,1
2003/10/1,晴,8,1
2003/10/2,晴,8,1
2003/10/3,晴,8,1
2003/10/4,曇時々晴,8,1
2003/10/5,晴時々曇,8,1
2003/10/6,曇時々雨,8,1
2003/10/7,大雨時々曇、雷を伴う,8,1
2003/10/8,曇時々雨,8,1
2003/10/9,大雨時々曇、雷を伴う,8,1
2003/10/10,晴一時雨,8,1
2003/10/11,晴時々曇一時雨,8,1
2003/10/12,晴,8,1
2003/10/13,晴,8,1
2003/10/14,晴時々曇一時雨,8,1
2003/10/15,曇時々晴一時雨,8,1
2003/10/16,晴,8,1
2003/10/17,晴,8,1
2003/10/18,晴一時曇,8,1
2003/10/19,晴,8,1
2003/10/20,晴時々曇,8,1
2003/10/21,晴,8,1
2003/10/22,晴,8,1
2003/10/23,晴後曇,8,1
2003/10/24,晴時々曇,8,1
2003/10/25,晴一時曇,8,1
2003/10/26,晴,8,1
2003/10/27,晴,8,1
2003/10/28,晴,8,1
2003/10/29,晴,8,1
2003/10/30,晴後時々曇,8,1
2003/10/31,晴一時曇,8,1
2003/11/1,曇時々雨,8,1
2003/11/2,晴時々曇,8,1
2003/11/3,曇時々晴,8,1
2003/11/4,曇一時雨,8,1
2003/11/5,晴,8,1
2003/11/6,晴時々曇,8,1
2003/11/7,曇一時雨,8,1
2003/11/8,晴時々雨一時曇,8,1
2003/11/9,曇時々雨,8,1
2003/11/10,曇後時々晴,8,1
2003/11/11,曇一時雨,8,1
2003/11/12,曇,8,1
2003/11/13,曇時々晴,8,1
2003/11/14,曇一時晴,8,1
2003/11/15,曇後時々晴,8,1
2003/11/16,曇時々雨,8,1
2003/11/17,曇時々雨,8,1
2003/11/18,雨時々曇,8,1
2003/11/19,晴一時曇,8,1
2003/11/20,晴後曇,8,1
2003/11/21,曇時々雨,8,1
2003/11/22,雨,8,1
2003/11/23,曇一時雨,8,1
2003/11/24,晴一時曇,8,1
2003/11/25,晴一時曇,8,1
2003/11/26,晴,8,1
2003/11/27,晴,8,1
2003/11/28,晴時々曇,8,1
2003/11/29,曇,8,1
2003/11/30,曇後時々晴,8,1
2003/12/1,晴一時曇,8,1
2003/12/2,晴時々曇,8,1
2003/12/3,晴一時曇,8,1
2003/12/4,晴,8,1
2003/12/5,曇一時雨,8,1
2003/12/6,曇時々雨,8,1
2003/12/7,晴時々曇,8,1
2003/12/8,曇後晴,8,1
2003/12/9,曇後晴,8,1
2003/12/10,晴一時雨,8,1
2003/12/11,晴後雨時々曇,8,1
2003/12/12,曇一時雨,8,1
2003/12/13,曇時々雨一時晴,8,1
2003/12/14,曇時々晴一時雨,8,1
2003/12/15,曇時々晴,8,1
2003/12/16,曇時々晴,8,1
2003/12/17,曇時々晴,8,1
2003/12/18,晴時々曇,8,1
2003/12/19,曇時々雨,8,1
2003/12/20,曇時々雨,8,1
2003/12/21,曇一時雨,8,1
2003/12/22,晴,8,1
2003/12/23,晴,8,1
2003/12/24,快晴,8,1
2003/12/25,晴後一時曇,8,1
2003/12/26,曇一時雨,8,1
2003/12/27,曇一時雨,8,1
2003/12/28,晴時々曇,8,1
2003/12/29,晴時々曇,8,1
2003/12/30,快晴,8,1
2003/12/31,曇時々雨一時晴,8,1
2004/1/1,晴一時曇,8,1
2004/1/2,曇一時晴,8,1
2004/1/3,曇,8,1
2004/1/4,晴時々曇,8,1
2004/1/5,曇時々晴一時雨,8,1
2004/1/6,晴一時曇,8,1
2004/1/7,晴時々曇一時雨,8,1
2004/1/8,晴一時雨,8,1
2004/1/9,快晴,8,1
2004/1/10,晴時々曇一時雨,8,1
2004/1/11,大雨時々曇,8,1
2004/1/12,曇後一時雨,8,1
2004/1/13,曇時々晴一時雨,8,1
2004/1/14,曇一時晴,8,1
2004/1/15,晴,8,1
2004/1/16,晴後曇時々雨,8,1
2004/1/17,曇一時雨,8,1
2004/1/18,晴時々曇,8,1
2004/1/19,雨時々曇,8,1
2004/1/20,曇一時雨,8,1
2004/1/21,曇時々雨,8,1
2004/1/22,曇時々雨一時晴,8,1
2004/1/23,曇,8,1
2004/1/24,曇時々雨,8,1
2004/1/25,曇一時雨,8,1
2004/1/26,曇時々晴,8,1
2004/1/27,雨一時曇,8,1
2004/1/28,曇一時晴,8,1
2004/1/29,雨時々曇,8,1
2004/1/30,晴時々曇一時雨,8,1
2004/1/31,晴時々曇,8,1
2004/2/1,曇時々雨,8,1
2004/2/2,雨時々曇,8,1
2004/2/3,雨時々曇,8,1
2004/2/4,曇,8,1
2004/2/5,雨,8,1
2004/2/6,曇,8,1
2004/2/7,曇,8,1
2004/2/8,曇時々雨,8,1
2004/2/9,雨一時曇,8,1
2004/2/10,晴,8,1
2004/2/11,晴,8,1
2004/2/12,晴,8,1
2004/2/13,晴,8,1
2004/2/14,晴,8,1
2004/2/15,晴,8,1
2004/2/16,晴,8,1
2004/2/17,晴,8,1
2004/2/18,晴,8,1
2004/2/19,快晴,8,1
2004/2/20,晴,8,1
2004/2/21,曇時々晴一時雨,8,1
2004/2/22,雨後曇,8,1
2004/2/23,曇後晴,8,1
2004/2/24,晴,8,1
2004/2/25,曇一時雨,8,1
2004/2/26,晴一時曇,8,1
2004/2/27,快晴,8,1
2004/2/28,晴,8,1
2004/2/29,晴,8,1
2004/3/1,曇一時雨後晴,8,1
2004/3/2,曇時々雨,8,1
2004/3/3,雨後一時曇,8,1
2004/3/4,曇後晴,8,1
2004/3/5,快晴,8,1
2004/3/6,曇一時雨,8,1
2004/3/7,曇時々晴一時雨,8,1
2004/3/8,曇時々晴,8,1
2004/3/9,晴,8,1
2004/3/10,晴,8,1
2004/3/11,晴,8,1
2004/3/12,晴後曇,8,1
2004/3/13,曇時々雨,8,1
2004/3/14,曇時々雨,8,1
2004/3/15,晴,8,1
2004/3/16,晴時々曇,8,1
2004/3/17,晴時々曇,8,1
2004/3/18,曇時々雨,8,1
2004/3/19,晴時々曇,8,1
2004/3/20,曇,8,1
2004/3/21,晴後曇,8,1
2004/3/22,曇時々雨,8,1
2004/3/23,曇一時晴,8,1
2004/3/24,曇一時雨,8,1
2004/3/25,晴時々曇,8,1
2004/3/26,曇一時雨,8,1
2004/3/27,雨時々曇,8,1
2004/3/28,曇時々晴,8,1
2004/3/29,晴一時雨,8,1
2004/3/30,曇一時雨,8,1
2004/3/31,晴,8,1
2004/4/1,曇時々晴一時雨,8,1
2004/4/2,曇時々雨,8,1
2004/4/3,曇後雨,8,1
2004/4/4,晴時々曇一時雨,8,1
2004/4/5,晴,8,1
2004/4/6,曇後晴,8,1
2004/4/7,晴後一時曇,8,1
2004/4/8,雨時々曇,8,1
2004/4/9,曇一時晴,8,1
2004/4/10,曇一時晴,8,1
2004/4/11,晴一時曇,8,1
2004/4/12,晴,8,1
2004/4/13,晴時々曇,8,1
2004/4/14,曇一時晴,8,1
2004/4/15,晴一時曇,8,1
2004/4/16,晴一時曇,8,1
2004/4/17,晴,8,1
2004/4/18,晴一時曇,8,1
2004/4/19,曇時々雨,8,1
2004/4/20,晴,8,1
2004/4/21,快晴,8,1
2004/4/22,晴時々曇,8,1
2004/4/23,曇時々雨、雷を伴う,8,1
2004/4/24,曇一時雨,8,1
2004/4/25,曇後晴,8,1
2004/4/26,曇,8,1
2004/4/27,雨時々曇,8,1
2004/4/28,晴時々曇,8,1
2004/4/29,晴後曇,8,1
2004/4/30,晴時々曇,8,1
2004/5/1,曇,8,1
2004/5/2,曇時々晴,8,1
2004/5/3,曇一時晴,8,1
2004/5/4,曇時々雨一時晴,8,1
2004/5/5,曇時々雨,8,1
2004/5/6,曇,8,1
2004/5/7,曇時々晴,8,1
2004/5/8,曇一時雨,8,1
2004/5/9,曇一時雨,8,1
2004/5/10,曇後晴,8,1
2004/5/11,快晴,8,1
2004/5/12,晴時々曇,8,1
2004/5/13,晴時々曇一時雨,8,1
2004/5/14,曇時々晴一時雨、雷を伴う,8,1
2004/5/15,晴一時曇,8,1
2004/5/16,晴,8,1
2004/5/17,曇時々晴一時雨,8,1
2004/5/18,曇時々雨,8,1
2004/5/19,雨後曇,8,1
2004/5/20,曇一時雨,8,1
2004/5/21,曇時々雨一時晴,8,1
2004/5/22,雨時々曇,8,1
2004/5/23,曇,8,1
2004/5/24,曇後晴,8,1
2004/5/25,晴後曇,8,1
2004/5/26,曇時々雨,8,1
2004/5/27,曇時々雨一時晴,8,1
2004/5/28,晴時々曇,8,1
2004/5/29,晴,8,1
2004/5/30,晴時々薄曇,8,1
2004/5/31,晴,8,1
2004/6/1,曇一時雨,8,1
2004/6/2,曇後雨,8,1
2004/6/3,曇時々大雨、雷を伴う,8,1
2004/6/4,晴一時雨,8,1
2004/6/5,曇時々晴一時雨,8,1
2004/6/6,晴一時曇,8,1
2004/6/7,晴後一時薄曇,8,1
2004/6/8,大雨一時曇、雷を伴う,8,1
2004/6/9,大雨、雷を伴う,8,1
2004/6/10,雨時々曇、大風を伴う,8,1
2004/6/11,曇一時晴,8,1
2004/6/12,曇時々雨,8,1
2004/6/13,晴一時薄曇,8,1
2004/6/14,晴時々曇,8,1
2004/6/15,晴時々薄曇,8,1
2004/6/16,晴,8,1
2004/6/17,晴,8,1
2004/6/18,曇時々晴一時雨,8,1
2004/6/19,曇時々雨,8,1
2004/6/20,雨後曇、大風を伴う,8,1
2004/6/21,曇時々晴,8,1
2004/6/22,曇時々晴,8,1
2004/6/23,曇時々晴,8,1
2004/6/24,晴一時曇,8,1
2004/6/25,晴,8,1
2004/6/26,晴,8,1
2004/6/27,晴時々曇,8,1
2004/6/28,晴,8,1
2004/6/29,晴時々曇一時雨,8,1
2004/6/30,晴,8,1
2004/7/1,曇時々晴一時雨,8,1
2004/7/2,晴一時曇,8,1
2004/7/3,晴時々曇,8,1
2004/7/4,曇時々雨,8,1
2004/7/5,曇時々雨,8,1
2004/7/6,大雨、雷を伴う,8,1
2004/7/7,曇,8,1
2004/7/8,曇時々晴,8,1
2004/7/9,曇一時晴,8,1
2004/7/10,薄曇一時雨,8,1
2004/7/11,晴後薄曇,8,1
2004/7/12,晴,8,1
2004/7/13,晴後薄曇,8,1
2004/7/14,晴一時雨,8,1
2004/7/15,薄曇時々晴一時雨,8,1
2004/7/16,薄曇時々晴,8,1
2004/7/17,晴,8,1
2004/7/18,晴,8,1
2004/7/19,晴,8,1
2004/7/20,晴,8,1
2004/7/21,晴,8,1
2004/7/22,晴一時曇,8,1
2004/7/23,薄曇,8,1
2004/7/24,晴時々曇,8,1
2004/7/25,晴一時雨,8,1
2004/7/26,晴時々曇一時雨,8,1
2004/7/27,晴,8,1
2004/7/28,晴時々雨一時曇,8,1
2004/7/29,晴一時曇,8,1
2004/7/30,晴,8,1
2004/7/31,薄曇時々晴,8,1
2004/8/1,晴、雷を伴う,8,1
2004/8/2,曇時々雨一時晴、雷を伴う,8,1
2004/8/3,大雨時々曇一時晴、雷を伴う,8,1
2004/8/4,晴時々雨,8,1
2004/8/5,晴,8,1
2004/8/6,晴,8,1
2004/8/7,晴,8,1
2004/8/8,晴一時曇,8,1
2004/8/9,晴時々曇,8,1
2004/8/10,曇時々雨、雷を伴う,8,1
2004/8/11,曇時々雨、大風を伴う,8,1
2004/8/12,曇一時雨,8,1
2004/8/13,曇一時晴,8,1
2004/8/14,晴時々曇一時雨,8,1
2004/8/15,薄曇時々晴,8,1
2004/8/16,晴時々曇一時雨,8,1
2004/8/17,雨時々曇、大風を伴う,8,1
2004/8/18,曇時々雨、大風を伴う,8,1
2004/8/19,曇一時雨,8,1
2004/8/20,晴一時雨,8,1
2004/8/21,晴,8,1
2004/8/22,曇,8,1
2004/8/23,曇一時雨、大風を伴う,8,1
2004/8/24,曇,8,1
2004/8/25,薄曇,8,1
2004/8/26,晴時々曇一時雨,8,1
2004/8/27,晴,8,1
2004/8/28,曇後一時晴,8,1
2004/8/29,曇、大風を伴う,8,1
2004/8/30,薄曇一時雨,8,1
2004/8/31,晴時々曇,8,1
2004/9/1,薄曇,8,1
2004/9/2,曇一時雨,8,1
2004/9/3,晴,8,1
2004/9/4,晴時々雨,8,1
2004/9/5,暴風雨,8,1
2004/9/6,暴風雨,8,1
2004/9/7,曇一時雨,8,1
2004/9/8,曇一時雨,8,1
2004/9/9,晴一時雨,8,1
2004/9/10,曇時々晴一時雨,8,1
2004/9/11,曇時々雨,8,1
2004/9/12,晴時々曇,8,1
2004/9/13,晴時々曇一時雨,8,1
2004/9/14,晴,8,1
2004/9/15,曇,8,1
2004/9/16,薄曇,8,1
2004/9/17,曇時々晴,8,1
2004/9/18,晴時々曇一時雨,8,1
2004/9/19,晴,8,1
2004/9/20,晴,8,1
2004/9/21,晴一時雨,8,1
2004/9/22,晴一時雨,8,1
2004/9/23,晴,8,1
2004/9/24,曇時々晴一時雨,8,1
2004/9/25,雨時々曇、雷を伴う,8,1
2004/9/26,暴風雨,8,1
2004/9/27,曇,8,1
2004/9/28,曇一時雨,8,1
2004/9/29,薄曇後晴,8,1
2004/9/30,晴,8,1
2004/10/1,晴,8,1
2004/10/2,曇後時々雨,8,1
2004/10/3,曇時々晴一時雨,8,1
2004/10/4,曇時々雨一時晴,8,1
2004/10/5,曇時々晴一時雨,8,1
2004/10/6,晴,8,1
2004/10/7,曇一時雨,8,1
2004/10/8,曇時々雨,8,1
2004/10/9,曇一時雨,8,1
2004/10/10,晴,8,1
2004/10/11,晴,8,1
2004/10/12,曇一時晴,8,1
2004/10/13,晴,8,1
2004/10/14,晴,8,1
2004/10/15,晴一時曇,8,1
2004/10/16,晴,8,1
2004/10/17,雨時々曇,8,1
2004/10/18,雨一時曇、大風を伴う,8,1
2004/10/19,暴風雨,8,1
2004/10/20,晴時々雨,8,1
2004/10/21,晴,8,1
2004/10/22,晴,8,1
2004/10/23,晴後時々曇,8,1
2004/10/24,曇時々雨,8,1
2004/10/25,曇時々雨,8,1
2004/10/26,晴時々曇一時雨,8,1
2004/10/27,晴時々曇,8,1
2004/10/28,晴時々曇,8,1
2004/10/29,晴,8,1
2004/10/30,晴,8,1
2004/10/31,晴,8,1
2004/11/1,晴,8,1
2004/11/2,晴一時雨,8,1
2004/11/3,晴,8,1
2004/11/4,晴,8,1
2004/11/5,晴,8,1
2004/11/6,晴一時曇,8,1
2004/11/7,晴一時雨,8,1
2004/11/8,晴,8,1
2004/11/9,晴,8,1
2004/11/10,晴一時曇,8,1
2004/11/11,晴,8,1
2004/11/12,晴,8,1
2004/11/13,晴,8,1
2004/11/14,晴一時曇,8,1
2004/11/15,晴時々曇一時雨,8,1
2004/11/16,曇時々晴,8,1
2004/11/17,曇時々雨,8,1
2004/11/18,雨,8,1
2004/11/19,晴時々曇一時雨,8,1
2004/11/20,晴,8,1
2004/11/21,晴時々曇,8,1
2004/11/22,曇時々晴,8,1
2004/11/23,晴時々曇,8,1
2004/11/24,曇一時晴,8,1
2004/11/25,晴,8,1
2004/11/26,晴一時曇,8,1
2004/11/27,曇,8,1
2004/11/28,晴一時曇,8,1
2004/11/29,晴,8,1
2004/11/30,晴,8,1
2004/12/1,曇,8,1
2004/12/2,晴一時曇,8,1
2004/12/3,雨,8,1
2004/12/4,曇時々雨、大風を伴う,8,1
2004/12/5,曇時々晴,8,1
2004/12/6,晴一時曇,8,1
2004/12/7,曇後晴,8,1
2004/12/8,晴時々雨,8,1
2004/12/9,晴一時雨,8,1
2004/12/10,晴一時雨,8,1
2004/12/11,晴,8,1
2004/12/12,曇時々雨,8,1
2004/12/13,晴,8,1
2004/12/14,晴,8,1
2004/12/15,晴一時曇,8,1
2004/12/16,晴,8,1
2004/12/17,晴,8,1
2004/12/18,晴一時曇,8,1
2004/12/19,曇,8,1
2004/12/20,曇時々雨,8,1
2004/12/21,晴時々曇,8,1
2004/12/22,晴,8,1
2004/12/23,晴一時曇,8,1
2004/12/24,曇時々雨,8,1
2004/12/25,曇時々雨,8,1
2004/12/26,曇時々晴一時雨,8,1
2004/12/27,雨,8,1
2004/12/28,雨,8,1
2004/12/29,晴時々曇一時雨,8,1
2004/12/30,曇時々晴一時雨,8,1
2004/12/31,雨時々曇,8,1
2005/1/1,曇時々雨一時晴,8,1
2005/1/2,晴一時雨,8,1
2005/1/3,晴,8,1
2005/1/4,曇時々雨,8,1
2005/1/5,曇,8,1
2005/1/6,曇時々雨,8,1
2005/1/7,晴,8,1
2005/1/8,曇時々雨,8,1
2005/1/9,曇時々雨,8,1
2005/1/10,曇時々雨,8,1
2005/1/11,曇時々雨一時晴,8,1
2005/1/12,雨時々曇,8,1
2005/1/13,曇時々雨,8,1
2005/1/14,雨時々曇,8,1
2005/1/15,曇時々晴一時雨,8,1
2005/1/16,曇一時雨,8,1
2005/1/17,曇時々晴,8,1
2005/1/18,晴時々曇一時雨,8,1
2005/1/19,曇,8,1
2005/1/20,曇時々雨,8,1
2005/1/21,曇一時晴,8,1
2005/1/22,晴一時曇,8,1
2005/1/23,晴,8,1
2005/1/24,快晴,8,1
2005/1/25,晴時々曇一時雨,8,1
2005/1/26,曇一時雨,8,1
2005/1/27,曇時々雨一時晴,8,1
2005/1/28,曇時々雨一時晴,8,1
2005/1/29,晴時々曇,8,1
2005/1/30,雨時々曇,8,1
2005/1/31,曇一時晴,8,1
2005/2/1,曇一時晴,8,1
2005/2/2,曇一時雨,8,1
2005/2/3,曇時々晴,8,1
2005/2/4,曇時々雨,8,1
2005/2/5,曇時々晴,8,1
2005/2/6,曇時々晴,8,1
2005/2/7,曇時々雨一時晴,8,1
2005/2/8,曇一時雨,8,1
2005/2/9,曇一時雨,8,1
2005/2/10,曇一時雨,8,1
2005/2/11,曇一時雨,8,1
2005/2/12,曇時々雨,8,1
2005/2/13,曇時々晴,8,1
2005/2/14,晴時々曇,8,1
2005/2/15,曇時々晴一時雨,8,1
2005/2/16,曇時々晴,8,1
2005/2/17,雨時々曇,8,1
2005/2/18,曇時々雨、雷を伴う,8,1
2005/2/19,雨時々曇,8,1
2005/2/20,雨,8,1
2005/2/21,曇一時雨,8,1
2005/2/22,雨一時曇,8,1
2005/2/23,晴時々曇,8,1
2005/2/24,晴後曇一時雨,8,1
2005/2/25,曇後一時雨,8,1
2005/2/26,雨時々曇,8,1
2005/2/27,曇一時雨,8,1
2005/2/28,雨時々曇,8,1
2005/3/1,晴時々曇,8,1
2005/3/2,曇一時雨,8,1
2005/3/3,雨時々曇,8,1
2005/3/4,晴時々曇,8,1
2005/3/5,雨,8,1
2005/3/6,曇一時晴,8,1
2005/3/7,晴一時曇,8,1
2005/3/8,晴一時曇,8,1
2005/3/9,晴一時曇,8,1
2005/3/10,曇時々雨,8,1
2005/3/11,曇時々雨一時晴,8,1
2005/3/12,曇後雨,8,1
2005/3/13,曇時々雨,8,1
2005/3/14,曇時々晴,8,1
2005/3/15,晴時々曇,8,1
2005/3/16,曇一時晴,8,1
2005/3/17,薄曇時々晴,8,1
2005/3/18,薄曇時々晴,8,1
2005/3/19,晴時々曇,8,1
2005/3/20,晴時々曇,8,1
2005/3/21,曇時々晴,8,1
2005/3/22,曇時々晴,8,1
2005/3/23,曇時々雨,8,1
2005/3/24,曇時々晴,8,1
2005/3/25,晴時々曇,8,1
2005/3/26,晴時々曇,8,1
2005/3/27,曇一時雨,8,1
2005/3/28,大雨後曇、雷を伴う,8,1
2005/3/29,曇時々晴一時雨,8,1
2005/3/30,晴時々薄曇,8,1
2005/3/31,曇時々雨一時晴,8,1
2005/4/1,晴時々曇,8,1
2005/4/2,雨時々曇,8,1
2005/4/3,晴,8,1
2005/4/4,晴,8,1
2005/4/5,晴,8,1
2005/4/6,曇後晴,8,1
2005/4/7,曇一時雨,8,1
2005/4/8,晴,8,1
2005/4/9,晴,8,1
2005/4/10,曇一時雨,8,1
2005/4/11,曇,8,1
2005/4/12,曇時々雨,8,1
2005/4/13,曇一時雨,8,1
2005/4/14,晴時々曇,8,1
2005/4/15,晴,8,1
2005/4/16,快晴,8,1
2005/4/17,曇一時雨,8,1
2005/4/18,雨時々曇,8,1
2005/4/19,曇時々雨,8,1
2005/4/20,晴時々曇一時雨,8,1
2005/4/21,晴一時曇,8,1
2005/4/22,曇時々晴,8,1
2005/4/23,大雨時々曇,8,1
2005/4/24,曇時々晴,8,1
2005/4/25,晴一時曇,8,1
2005/4/26,曇時々雨,8,1
2005/4/27,曇後晴,8,1
2005/4/28,薄曇,8,1
2005/4/29,曇,8,1
2005/4/30,晴,8,1
2005/5/1,曇時々晴,8,1
2005/5/2,曇一時雨,8,1
2005/5/3,曇時々雨一時晴,8,1
2005/5/4,曇時々晴,8,1
2005/5/5,晴時々曇一時雨,8,1
2005/5/6,曇時々晴,8,1
2005/5/7,曇一時晴,8,1
2005/5/8,曇時々晴,8,1
2005/5/9,曇時々雨,8,1
2005/5/10,雨時々曇,8,1
2005/5/11,曇一時雨,8,1
2005/5/12,曇時々晴,8,1
2005/5/13,曇一時雨,8,1
2005/5/14,雨,8,1
2005/5/15,曇一時雨,8,1
2005/5/16,晴時々曇,8,1
2005/5/17,晴,8,1
2005/5/18,曇時々晴,8,1
2005/5/19,曇,8,1
2005/5/20,曇後晴,8,1
2005/5/21,曇一時晴,8,1
2005/5/22,晴時々曇一時雨、雷を伴う,8,1
2005/5/23,曇時々雨,8,1
2005/5/24,曇一時雨,8,1
2005/5/25,曇一時雨,8,1
2005/5/26,晴時々曇,8,1
2005/5/27,曇時々晴一時雨,8,1
2005/5/28,雨一時曇,8,1
2005/5/29,曇時々晴一時雨,8,1
2005/5/30,晴,8,1
2005/5/31,薄曇,8,1
2005/6/1,曇時々雨一時晴,8,1
2005/6/2,曇一時雨、雷を伴う,8,1
2005/6/3,雨時々曇,8,1
2005/6/4,曇時々晴一時雨,8,1
2005/6/5,快晴,8,1
2005/6/6,晴,8,1
2005/6/7,晴一時曇,8,1
2005/6/8,雨時々曇,8,1
2005/6/9,曇,8,1
2005/6/10,晴一時曇,8,1
2005/6/11,晴時々曇一時雨,8,1
2005/6/12,曇時々雨,8,1
2005/6/13,曇一時雨,8,1
2005/6/14,大雨一時曇,8,1
2005/6/15,曇時々雨,8,1
2005/6/16,雨,8,1
2005/6/17,大雨一時曇、雷を伴う,8,1
2005/6/18,雨時々曇,8,1
2005/6/19,曇一時雨,8,1
2005/6/20,曇一時雨,8,1
2005/6/21,曇時々晴一時雨,8,1
2005/6/22,晴時々薄曇,8,1
2005/6/23,曇一時晴,8,1
2005/6/24,曇時々雨,8,1
2005/6/25,曇,8,1
2005/6/26,曇時々雨,8,1
2005/6/27,晴一時曇,8,1
2005/6/28,晴,8,1
2005/6/29,晴,8,1
2005/6/30,晴一時雨,8,1
2005/7/1,晴,8,1
2005/7/2,晴,8,1
2005/7/3,晴後曇,8,1
2005/7/4,晴時々薄曇,8,1
2005/7/5,晴,8,1
2005/7/6,薄曇時々晴,8,1
2005/7/7,曇一時晴,8,1
2005/7/8,薄曇時々晴,8,1
2005/7/9,晴,8,1
2005/7/10,晴時々薄曇,8,1
2005/7/11,晴一時薄曇,8,1
2005/7/12,晴,8,1
2005/7/13,晴一時曇,8,1
2005/7/14,晴,8,1
2005/7/15,晴,8,1
2005/7/16,晴,8,1
2005/7/17,曇時々雨一時晴,8,1
2005/7/18,曇,8,1
2005/7/19,曇,8,1
2005/7/20,曇,8,1
2005/7/21,晴,8,1
2005/7/22,晴,8,1
2005/7/23,晴,8,1
2005/7/24,晴,8,1
2005/7/25,晴,8,1
2005/7/26,晴,8,1
2005/7/27,晴,8,1
2005/7/28,晴,8,1
2005/7/29,晴,8,1
2005/7/30,晴,8,1
2005/7/31,晴,8,1
2005/8/1,晴,8,1
2005/8/2,晴,8,1
2005/8/3,曇時々晴,8,1
2005/8/4,曇時々雨,8,1
2005/8/5,曇,8,1
2005/8/6,曇一時雨,8,1
2005/8/7,曇,8,1
2005/8/8,晴一時曇,8,1
2005/8/9,晴後薄曇,8,1
2005/8/10,晴,8,1
2005/8/11,晴,8,1
2005/8/12,晴,8,1
2005/8/13,晴,8,1
2005/8/14,晴,8,1
2005/8/15,晴,8,1
2005/8/16,晴一時曇,8,1
2005/8/17,晴,8,1
2005/8/18,曇時々雨、雷を伴う,8,1
2005/8/19,曇一時晴,8,1
2005/8/20,薄曇一時晴,8,1
2005/8/21,曇時々雨、雷を伴う,8,1
2005/8/22,曇時々晴一時雨,8,1
2005/8/23,晴一時曇,8,1
2005/8/24,曇時々晴一時雨,8,1
2005/8/25,晴,8,1
2005/8/26,晴一時雨,8,1
2005/8/27,晴時々雨,8,1
2005/8/28,晴一時雨、雷を伴う,8,1
2005/8/29,曇,8,1
2005/8/30,晴一時雨,8,1
2005/8/31,曇,8,1
2005/9/1,晴時々曇,8,1
2005/9/2,晴,8,1
2005/9/3,晴時々曇一時雨,8,1
2005/9/4,曇時々雨、大風を伴う,8,1
2005/9/5,曇時々雨、大風を伴う,8,1
2005/9/6,曇時々雨一時晴,8,1
2005/9/7,晴,8,1
2005/9/8,晴,8,1
2005/9/9,曇時々晴一時雨,8,1
2005/9/10,雨時々曇,8,1
2005/9/11,曇一時雨,8,1
2005/9/12,晴時々曇,8,1
2005/9/13,晴一時曇,8,1
2005/9/14,晴一時雨,8,1
2005/9/15,曇時々雨一時晴、雷を伴う,8,1
2005/9/16,晴,8,1
2005/9/17,晴,8,1
2005/9/18,晴一時雨,8,1
2005/9/19,晴,8,1
2005/9/20,晴,8,1
2005/9/21,晴,8,1
2005/9/22,晴時々曇,8,1
2005/9/23,晴,8,1
2005/9/24,晴,8,1
2005/9/25,晴時々曇,8,1
2005/9/26,晴,8,1
2005/9/27,晴一時曇,8,1
2005/9/28,快晴,8,1
2005/9/29,晴,8,1
2005/9/30,晴時々雨,8,1
2005/10/1,曇,8,1
2005/10/2,晴,8,1
2005/10/3,晴,8,1
2005/10/4,晴,8,1
2005/10/5,晴一時雨,8,1
2005/10/6,晴一時雨,8,1
2005/10/7,晴一時雨,8,1
2005/10/8,曇一時晴,8,1
2005/10/9,曇時々晴一時雨,8,1
2005/10/10,晴,8,1
2005/10/11,晴時々雨,8,1
2005/10/12,晴一時雨,8,1
2005/10/13,晴一時曇,8,1
2005/10/14,晴後薄曇,8,1
2005/10/15,雨時々曇,8,1
2005/10/16,晴,8,1
2005/10/17,晴一時曇,8,1
2005/10/18,晴,8,1
2005/10/19,晴,8,1
2005/10/20,晴,8,1
2005/10/21,晴一時曇,8,1
2005/10/22,晴時々曇,8,1
2005/10/23,晴後曇,8,1
2005/10/24,曇,8,1
2005/10/25,曇時々晴,8,1
2005/10/26,晴時々曇一時雨,8,1
2005/10/27,晴,8,1
2005/10/28,晴,8,1
2005/10/29,晴一時雨,8,1
2005/10/30,雨時々曇,8,1
2005/10/31,曇時々晴一時雨,8,1
2005/11/1,晴,8,1
2005/11/2,晴,8,1
2005/11/3,晴,8,1
2005/11/4,晴,8,1
2005/11/5,晴時々曇,8,1
2005/11/6,晴一時曇,8,1
2005/11/7,晴時々曇,8,1
2005/11/8,曇時々雨,8,1
2005/11/9,曇一時晴,8,1
2005/11/10,曇時々晴一時雨,8,1
2005/11/11,晴,8,1
2005/11/12,曇時々雨,8,1
2005/11/13,曇一時雨,8,1
2005/11/14,晴時々曇一時雨,8,1
2005/11/15,晴時々曇,8,1
2005/11/16,曇時々晴,8,1
2005/11/17,晴一時曇,8,1
2005/11/18,曇,8,1
2005/11/19,曇後時々雨,8,1
2005/11/20,雨,8,1
2005/11/21,曇時々雨,8,1
2005/11/22,曇時々雨,8,1
2005/11/23,雨時々曇一時晴,8,1
2005/11/24,曇時々晴一時雨,8,1
2005/11/25,晴時々曇,8,1
